View,Version,BU,Customer,Product,Year,Time,Account,Value
Actual,Final,10206,COMML,PLUMBING,FY26,Apr,700220.000,2117.81
Actual,Final,10206,COMML,PLUMBING,FY26,Feb,700230.000,18015.02
Actual,Final,10206,COMML,PLUMBING,FY26,Jan,700240.000,8384.85
Actual,Final,10206,COMML,PLUMBING,FY26,Jul,700250.000,24645.95
Actual,Final,10206,COMML,PLUMBING,FY26,Jun,700300.126,5448.03
Actual,Final,10206,COMML,PLUMBING,FY26,Mar,700310.000,11672.59
Actual,Final,10206,COMML,PLUMBING,FY26,May,700320.000,18196.31
Actual,Final,10206,COMML,PVF,FY26,Apr,702130.000,1508.1
Actual,Final,10206,COMML,PVF,FY26,Feb,702140.000,750.41
Actual,Final,10206,COMML,PVF,FY26,Jan,702150.000,136.98
Actual,Final,10206,COMML,PVF,FY26,Jun,702160.000,158.41
Actual,Final,10206,COMML,PVF,FY26,Mar,702170.000,921.9
Actual,Final,10206,COMML,PVF,FY26,May,702170.196,248.86
Actual,Final,10206,COMML,WATERWORKS,FY26,Apr,710010.000,215.04
Actual,Final,10206,COMML,WATERWORKS,FY26,Feb,710020.000,-1.78E-15
Actual,Final,10206,COMML,WATERWORKS,FY26,Jan,710030.000,669.96
Actual,Final,10206,INDL,HYDRONICS,FY26,Jan,700000.000,43751.69
Actual,Final,10206,INDL,HYDRONICS,FY26,Jul,700010.000,19147.55
Actual,Final,10206,INDL,HYDRONICS,FY26,Jun,700020.000,36068.13
Actual,Final,10206,INDL,HYDRONICS,FY26,Mar,700100.000,37478.83
Actual,Final,10206,INDL,HYDRONICS,FY26,May,700110.000,40578.89
Actual,Final,10206,INDL,MISC_PROD,FY26,Feb,701000.000,1416.12
Actual,Final,10206,INDL,MISC_PROD,FY26,Jan,702000.000,218.9
Actual,Final,10206,INDL,MISC_PROD,FY26,Jun,702010.000,-750
Actual,Final,10206,INDL,MISC_PROD,FY26,May,702020.000,-125.04
Actual,Final,10206,INDL,PLUMBING,FY26,Apr,702130.000,35283.03
Actual,Final,10206,INDL,PLUMBING,FY26,Feb,702140.000,106659.59
Actual,Final,10206,INDL,PLUMBING,FY26,Jan,702150.000,22493.91
Actual,Final,10206,INDL,PLUMBING,FY26,Jun,702160.000,55568.07
Actual,Final,10206,INDL,PLUMBING,FY26,Mar,702170.000,52589.65
Actual,Final,10206,INDL,PLUMBING,FY26,May,702170.196,18102.59
Actual,Final,10206,INDL,PVF,FY26,Apr,710010.000,665.77
Actual,Final,10206,INDL,PVF,FY26,Feb,710020.000,266.81
Actual,Final,10206,INDL,PVF,FY26,Jan,710030.000,81.39
Actual,Final,10206,INST,HVACR,FY26,Jan,700000.000,285.18
Actual,Final,10206,INST,HVACR,FY26,Jun,700010.000,0
Actual,Final,10206,INST,HYDRONICS,FY26,Apr,700210.000,1754.97
Actual,Final,10206,INST,HYDRONICS,FY26,Feb,700220.000,299.06
Actual,Final,10206,INST,HYDRONICS,FY26,Jan,700230.000,464.03
Actual,Final,10206,INST,HYDRONICS,FY26,Jun,700240.000,432.63
Actual,Final,10206,INST,HYDRONICS,FY26,Mar,700250.000,632.14
Actual,Final,10206,INST,HYDRONICS,FY26,May,700300.126,1850.45
Actual,Final,10206,INST,MISC_PROD,FY26,Apr,702110.000,384
Actual,Final,10206,INST,MISC_PROD,FY26,Feb,702120.000,642.57
Actual,Final,10206,INST,MISC_PROD,FY26,Jan,702130.000,4566
Actual,Final,10206,INST,MISC_PROD,FY26,Jun,702140.000,-626.84
Actual,Final,10206,INST,MISC_PROD,FY26,Mar,702150.000,-646.71
Actual,Final,10206,INST,PLUMBING,FY26,Apr,703000.000,11197.52
Actual,Final,10206,INST,PLUMBING,FY26,Feb,703010.000,6773.82
Actual,Final,10206,INST,PLUMBING,FY26,Jan,703020.000,6873.52
Actual,Final,10206,INST,PLUMBING,FY26,Jul,703030.000,11745.66
Actual,Final,10206,INST,PLUMBING,FY26,Jun,703100.000,13237.8
Actual,Final,10206,INST,PLUMBING,FY26,Mar,703110.000,26541.34
Actual,Final,10206,INST,PLUMBING,FY26,May,704000.000,6865.56
Actual,Final,10206,MISC_CUST,FPROT,FY26,Jan,700100.000,47.72
Actual,Final,10206,MISC_CUST,HVACR,FY26,Feb,700200.000,187.73
Actual,Final,10206,MISC_CUST,HYDRONICS,FY26,Apr,700220.000,35.07
Actual,Final,10206,MISC_CUST,HYDRONICS,FY26,Feb,700230.000,254.64
Actual,Final,10206,MISC_CUST,HYDRONICS,FY26,Jan,700240.000,1702.05
Actual,Final,10206,MISC_CUST,HYDRONICS,FY26,Mar,700250.000,1058.64
Actual,Final,10206,MISC_CUST,PLUMBING,FY26,Feb,702010.000,28.27
Actual,Final,10206,MISC_CUST,PLUMBING,FY26,Jan,702020.000,458.33
Actual,Final,10206,MISC_CUST,PLUMBING,FY26,Jul,702030.000,61.07
Actual,Final,10206,MISC_CUST,PLUMBING,FY26,Mar,702040.000,1200.98
Actual,Final,10206,MISC_CUST,PLUMBING,FY26,May,702100.000,155.62
Actual,Final,10206,MISC_CUST,PVF,FY26,Apr,702170.196,66
Actual,Final,10206,MISC_CUST,PVF,FY26,Feb,703000.000,716.47
Actual,Final,10206,MISC_CUST,PVF,FY26,Jan,703010.000,196.37
Actual,Final,10206,MISC_CUST,PVF,FY26,Jun,703020.000,75
Actual,Final,10206,MISC_CUST,PVF,FY26,Mar,703030.000,1.19
Actual,Final,10206,MISC_CUST,PVF,FY26,May,703100.000,105
Actual,Final,10206,MISC_CUST,WATERWORKS,FY26,Jul,710020.000,34.22
Actual,Final,10206,RESELLER,FPROT,FY26,Jun,710030.000,392.56
Actual,Final,10206,RESELLER,PLUMBING,FY26,Jun,700000.000,17375.8
Actual,Final,10206,RESELLER,PLUMBING,FY26,Mar,700010.000,21786.03
Actual,Final,10206,RESELLER,PLUMBING,FY26,May,700020.000,24373.81
Actual,Final,10206,RESELLER,PVF,FY26,Apr,700310.000,367.58
Actual,Final,10206,RESELLER,PVF,FY26,Jan,700320.000,0
Actual,Final,10206,RESELLER,PVF,FY26,Jul,701000.000,45.3
Actual,Final,10206,RESELLER,PVF,FY26,Jun,702000.000,90.19
Actual,Final,10206,RESELLER,PVF,FY26,Mar,702010.000,29.78
Actual,Final,10206,RESELLER,PVF,FY26,May,702020.000,15.09
Actual,Final,10206,RESELLER,WATERWORKS,FY26,Jan,702160.000,131.4
Actual,Final,10206,RESELLER,WATERWORKS,FY26,Jul,702170.000,72.5
Actual,Final,10206,RESELLER,WATERWORKS,FY26,Jun,702170.196,144.66
Actual,Final,10206,RESELLER,WATERWORKS,FY26,Mar,703000.000,728.52
Actual,Final,10206,RESELLER,WATERWORKS,FY26,May,703010.000,678.14
Actual,Final,10206,RESID,FPROT,FY26,Apr,704010.000,7766
Actual,Final,10206,RESID,FPROT,FY26,Feb,710000.000,4683.3
Actual,Final,10206,RESID,FPROT,FY26,Jan,710010.000,31464.27
Actual,Final,10206,RESID,FPROT,FY26,Jul,710020.000,28037.17
Actual,Final,10206,RESID,FPROT,FY26,Jun,710030.000,15425.04
Actual,Final,10206,RESID,HYDRONICS,FY26,Jan,700000.000,55308.05
Actual,Final,10206,RESID,HYDRONICS,FY26,Jul,700010.000,104502.8
Actual,Final,10206,RESID,HYDRONICS,FY26,Jun,700020.000,82250.63
Actual,Final,10206,RESID,HYDRONICS,FY26,Mar,700100.000,51157.87
Actual,Final,10206,RESID,HYDRONICS,FY26,May,700110.000,55710.48
Actual,Final,10206,RESID,MISC_PROD,FY26,Apr,701000.000,-237.98
Actual,Final,10206,RESID,MISC_PROD,FY26,Feb,702000.000,1286.47
Actual,Final,10206,RESID,MISC_PROD,FY26,Jan,702010.000,-1459.11
Actual,Final,10206,RESID,MISC_PROD,FY26,Jul,702020.000,-1073.08
Actual,Final,10206,RESID,MISC_PROD,FY26,Jun,702030.000,-1973.82
Actual,Final,10206,RESID,MISC_PROD,FY26,Mar,702040.000,14898.21
Actual,Final,10206,RESID,MISC_PROD,FY26,May,702100.000,-2958.9
Actual,Final,10206,RESID,PLUMBING,FY26,Apr,703000.000,269267.62
Actual,Final,10206,RESID,PLUMBING,FY26,Feb,703010.000,332867.1
Actual,Final,10206,RESID,PLUMBING,FY26,Jan,703020.000,277673.84
Actual,Final,10206,RESID,PLUMBING,FY26,Jul,703030.000,317064.48
Actual,Final,10206,RESID,PLUMBING,FY26,Jun,703100.000,271966.87
Actual,Final,10206,RESID,PLUMBING,FY26,Mar,703110.000,499512.99
Actual,Final,10206,RESID,PLUMBING,FY26,May,704000.000,359473.35
Actual,Final,10206,RETAIL,FPROT,FY26,Apr,700220.000,338.94
Actual,Final,10206,RETAIL,FPROT,FY26,Feb,700230.000,10.33
Actual,Final,10206,RETAIL,FPROT,FY26,Jan,700240.000,24.54
Actual,Final,10206,RETAIL,FPROT,FY26,Jul,700250.000,55.49
Actual,Final,10206,RETAIL,FPROT,FY26,Jun,700300.126,1574.76
Actual,Final,10206,RETAIL,FPROT,FY26,Mar,700310.000,278.15
Actual,Final,10206,RETAIL,FPROT,FY26,May,700320.000,40.05
Actual,Final,10206,RETAIL,HVACR,FY26,Apr,702120.000,2290.88
Actual,Final,10206,RETAIL,HVACR,FY26,Feb,702130.000,107.47
Actual,Final,10206,RETAIL,HVACR,FY26,Jan,702140.000,125.4
Actual,Final,10206,RETAIL,HVACR,FY26,Jul,702150.000,945.85
Actual,Final,10206,RETAIL,HVACR,FY26,Mar,702160.000,12.08
Actual,Final,10206,RETAIL,HVACR,FY26,May,702170.000,197.01
Actual,Final,10206,RETAIL,HYDRONICS,FY26,Apr,710000.000,5029.83
Actual,Final,10206,RETAIL,HYDRONICS,FY26,Feb,710010.000,4104.68
Actual,Final,10206,RETAIL,HYDRONICS,FY26,Jan,710020.000,8916.1
Actual,Final,10206,RETAIL,HYDRONICS,FY26,Jul,710030.000,7108.07
Actual,Final,10206,RETAIL,PLUMBING,FY26,Mar,700000.000,22032.95
Actual,Final,10206,RETAIL,PLUMBING,FY26,May,700010.000,13274.16
Actual,Final,10206,RETAIL,PVF,FY26,Apr,700300.126,1446.79
Actual,Final,10206,RETAIL,PVF,FY26,Feb,700310.000,308.55
Actual,Final,10206,RETAIL,PVF,FY26,Jan,700320.000,483.47
Actual,Final,10206,RETAIL,PVF,FY26,Jul,701000.000,377.53
Actual,Final,10206,RETAIL,PVF,FY26,Jun,702000.000,777.69
Actual,Final,10206,RETAIL,PVF,FY26,Mar,702010.000,721.17
Actual,Final,10206,RETAIL,PVF,FY26,May,702020.000,1641.44
Actual,Final,10206,RETAIL,WATERWORKS,FY26,Apr,702160.000,106.43
Actual,Final,10206,RETAIL,WATERWORKS,FY26,Jan,702170.000,34.67
Actual,Final,10206,RETAIL,WATERWORKS,FY26,Jul,702170.196,26.88
Actual,Final,10206,RETAIL,WATERWORKS,FY26,Jun,703000.000,12.43
Actual,Final,10206,RETAIL,WATERWORKS,FY26,May,703010.000,489.61
Actual,Final,10206,DIRECT_CUST,HYDRONICS,FY26,Feb,710010.000,931.8
Actual,Final,10206,DIRECT_CUST,PLUMBING,FY26,Feb,710020.000,63.25
Actual,Final,10206,DIRECT_CUST,PLUMBING,FY26,Jan,710030.000,147.84
Actual,Final,10031,COMML,PLUMBING,FY26,Jan,HEADCOUNT,10
Actual,Final,10031,COMML,PLUMBING,FY26,Feb,HEADCOUNT,15
Actual,Final,10031,COMML,PLUMBING,FY26,Mar,HEADCOUNT,20
Actual,Final,10031,COMML,PLUMBING,FY26,Apr,HEADCOUNT,25
Actual,Final,10031,COMML,PLUMBING,FY26,May,HEADCOUNT,30
Actual,Final,10031,COMML,PLUMBING,FY26,Jun,HEADCOUNT,35
Actual,Final,10031,COMML,PLUMBING,FY26,Jul,HEADCOUNT,40
Actual,Final,10031,COMML,PLUMBING,FY25,Aug,HEADCOUNT,45
Actual,Final,10031,COMML,PLUMBING,FY25,Sep,HEADCOUNT,50
Actual,Final,10031,COMML,PLUMBING,FY25,Oct,HEADCOUNT,55
Actual,Final,10031,COMML,PLUMBING,FY25,Nov,HEADCOUNT,60
Actual,Final,10031,COMML,PLUMBING,FY25,Dec,HEADCOUNT,65
Actual,Final,10031,COMML,PLUMBING,FY26,Jan,SALESDAYS,25
Actual,Final,10031,COMML,PLUMBING,FY26,Feb,SALESDAYS,22
Actual,Final,10031,COMML,PLUMBING,FY26,Mar,SALESDAYS,25
Actual,Final,10031,COMML,PLUMBING,FY26,Apr,SALESDAYS,28
Actual,Final,10031,COMML,PLUMBING,FY26,May,SALESDAYS,28
Actual,Final,10031,COMML,PLUMBING,FY26,Jun,SALESDAYS,26
Actual,Final,10031,COMML,PLUMBING,FY26,Jul,SALESDAYS,27
Actual,Final,10031,COMML,PLUMBING,FY25,Aug,SALESDAYS,27
Actual,Final,10031,COMML,PLUMBING,FY25,Sep,SALESDAYS,26
Actual,Final,10031,COMML,PLUMBING,FY25,Oct,SALESDAYS,28
Actual,Final,10031,COMML,PLUMBING,FY25,Nov,SALESDAYS,26
Actual,Final,10031,COMML,PLUMBING,FY25,Dec,SALESDAYS,25
